-0.00004579	0.00081979	0.00143324	0.00156253	0.00246177	0.00327058	0.00246177	0.00156253	0.00143324	0.00081979	-0.00004579
0.00081979	0.00371981	0.00310033	-0.00044517	0.00162129	0.00510458	0.00162129	-0.00044517	0.00310033	0.00371981	0.00081979
0.00143324	0.00310033	-0.01090004	-0.03179741	-0.02708310	-0.01510773	-0.02708310	-0.03179741	-0.01090004	0.00310033	0.00143324
0.00156253	-0.00044517	-0.03179741	-0.06036486	-0.01812008	0.02551405	-0.01812008	-0.06036486	-0.03179741	-0.00044517	0.00156253
0.00246177	0.00162129	-0.02708310	-0.01812008	0.11886734	0.22248576	0.11886734	-0.01812008	-0.02708310	0.00162129	0.00246177
0.00327058	0.00510458	-0.01510773	0.02551405	0.22248576	0.36139962	0.22248576	0.02551405	-0.01510773	0.00510458	0.00327058
0.00246177	0.00162129	-0.02708310	-0.01812008	0.11886734	0.22248576	0.11886734	-0.01812008	-0.02708310	0.00162129	0.00246177
0.00156253	-0.00044517	-0.03179741	-0.06036486	-0.01812008	0.02551405	-0.01812008	-0.06036486	-0.03179741	-0.00044517	0.00156253
0.00143324	0.00310033	-0.01090004	-0.03179741	-0.02708310	-0.01510773	-0.02708310	-0.03179741	-0.01090004	0.00310033	0.00143324
0.00081979	0.00371981	0.00310033	-0.00044517	0.00162129	0.00510458	0.00162129	-0.00044517	0.00310033	0.00371981	0.00081979
-0.00004579	0.00081979	0.00143324	0.00156253	0.00246177	0.00327058	0.00246177	0.00156253	0.00143324	0.00081979	-0.00004579
