0.00547010	-0.00246761	-0.00910828	-0.01201746	-0.01254534	-0.01235960	-0.01254534	-0.01201746	-0.00910828	-0.00246761	0.00547010
-0.00246761	-0.02352638	-0.04116505	-0.04872074	-0.04898341	-0.04776782	-0.04898341	-0.04872074	-0.04116505	-0.02352638	-0.00246761
-0.00910828	-0.04116505	-0.06489260	-0.06491328	-0.04599697	-0.03338787	-0.04599697	-0.06491328	-0.06489260	-0.04116505	-0.00910828
-0.01201746	-0.04872074	-0.06491328	-0.02483812	0.06341142	0.11484853	0.06341142	-0.02483812	-0.06491328	-0.04872074	-0.01201746
-0.01254534	-0.04898341	-0.04599697	0.06341142	0.26655443	0.38180378	0.26655443	0.06341142	-0.04599697	-0.04898341	-0.01254534
-0.01235960	-0.04776782	-0.03338787	0.11484853	0.38180378	0.53243586	0.38180378	0.11484853	-0.03338787	-0.04776782	-0.01235960
-0.01254534	-0.04898341	-0.04599697	0.06341142	0.26655443	0.38180378	0.26655443	0.06341142	-0.04599697	-0.04898341	-0.01254534
-0.01201746	-0.04872074	-0.06491328	-0.02483812	0.06341142	0.11484853	0.06341142	-0.02483812	-0.06491328	-0.04872074	-0.01201746
-0.00910828	-0.04116505	-0.06489260	-0.06491328	-0.04599697	-0.03338787	-0.04599697	-0.06491328	-0.06489260	-0.04116505	-0.00910828
-0.00246761	-0.02352638	-0.04116505	-0.04872074	-0.04898341	-0.04776782	-0.04898341	-0.04872074	-0.04116505	-0.02352638	-0.00246761
0.00547010	-0.00246761	-0.00910828	-0.01201746	-0.01254534	-0.01235960	-0.01254534	-0.01201746	-0.00910828	-0.00246761	0.00547010
