0.00019450	0.00067177	0.00057108	0.00017609	0.00082191	0.00148056	0.00082191	0.00017609	0.00057108	0.00067177	0.00019450
0.00067177	0.00113788	-0.00113548	-0.00367763	-0.00149902	0.00102796	-0.00149902	-0.00367763	-0.00113548	0.00113788	0.00067177
0.00057108	-0.00113548	-0.00928758	-0.01477306	-0.00624398	0.00174313	-0.00624398	-0.01477306	-0.00928758	-0.00113548	0.00057108
0.00017609	-0.00367763	-0.01477306	-0.01313397	0.01684900	0.03803901	0.01684900	-0.01313397	-0.01477306	-0.00367763	0.00017609
0.00082191	-0.00149902	-0.00624398	0.01684900	0.08149198	0.12120153	0.08149198	0.01684900	-0.00624398	-0.00149902	0.00082191
0.00148056	0.00102796	0.00174313	0.03803901	0.12120153	0.17033461	0.12120153	0.03803901	0.00174313	0.00102796	0.00148056
0.00082191	-0.00149902	-0.00624398	0.01684900	0.08149198	0.12120153	0.08149198	0.01684900	-0.00624398	-0.00149902	0.00082191
0.00017609	-0.00367763	-0.01477306	-0.01313397	0.01684900	0.03803901	0.01684900	-0.01313397	-0.01477306	-0.00367763	0.00017609
0.00057108	-0.00113548	-0.00928758	-0.01477306	-0.00624398	0.00174313	-0.00624398	-0.01477306	-0.00928758	-0.00113548	0.00057108
0.00067177	0.00113788	-0.00113548	-0.00367763	-0.00149902	0.00102796	-0.00149902	-0.00367763	-0.00113548	0.00113788	0.00067177
0.00019450	0.00067177	0.00057108	0.00017609	0.00082191	0.00148056	0.00082191	0.00017609	0.00057108	0.00067177	0.00019450
