-0.00075298	-0.00951687	-0.01635077	-0.01836736	-0.01707548	-0.01600494	-0.01707548	-0.01836736	-0.01635077	-0.00951687	-0.00075298
-0.00951687	-0.02682095	-0.03882622	-0.03939172	-0.03271439	-0.02869136	-0.03271439	-0.03939172	-0.03882622	-0.02682095	-0.00951687
-0.01635077	-0.03882622	-0.04852769	-0.03474380	-0.00828850	0.00527094	-0.00828850	-0.03474380	-0.04852769	-0.03882622	-0.01635077
-0.01836736	-0.03939172	-0.03474380	0.01219521	0.07869401	0.11096829	0.07869401	0.01219521	-0.03474380	-0.03939172	-0.01836736
-0.01707548	-0.03271439	-0.00828850	0.07869401	0.19202266	0.24599988	0.19202266	0.07869401	-0.00828850	-0.03271439	-0.01707548
-0.01600494	-0.02869136	0.00527094	0.11096829	0.24599988	0.31001249	0.24599988	0.11096829	0.00527094	-0.02869136	-0.01600494
-0.01707548	-0.03271439	-0.00828850	0.07869401	0.19202266	0.24599988	0.19202266	0.07869401	-0.00828850	-0.03271439	-0.01707548
-0.01836736	-0.03939172	-0.03474380	0.01219521	0.07869401	0.11096829	0.07869401	0.01219521	-0.03474380	-0.03939172	-0.01836736
-0.01635077	-0.03882622	-0.04852769	-0.03474380	-0.00828850	0.00527094	-0.00828850	-0.03474380	-0.04852769	-0.03882622	-0.01635077
-0.00951687	-0.02682095	-0.03882622	-0.03939172	-0.03271439	-0.02869136	-0.03271439	-0.03939172	-0.03882622	-0.02682095	-0.00951687
-0.00075298	-0.00951687	-0.01635077	-0.01836736	-0.01707548	-0.01600494	-0.01707548	-0.01836736	-0.01635077	-0.00951687	-0.00075298
