0.00289757	0.00176839	-0.00065502	-0.00203908	-0.00149769	-0.00083056	-0.00149769	-0.00203908	-0.00065502	0.00176839	0.00289757
0.00176839	-0.00436364	-0.01332066	-0.01777845	-0.01562958	-0.01331177	-0.01562958	-0.01777845	-0.01332066	-0.00436364	0.00176839
-0.00065502	-0.01332066	-0.02797139	-0.02868216	-0.01436655	-0.00506368	-0.01436655	-0.02868216	-0.02797139	-0.01332066	-0.00065502
-0.00203908	-0.01777845	-0.02868216	-0.00827926	0.03787249	0.06318234	0.03787249	-0.00827926	-0.02868216	-0.01777845	-0.00203908
-0.00149769	-0.01562958	-0.01436655	0.03787249	0.12540770	0.17064969	0.12540770	0.03787249	-0.01436655	-0.01562958	-0.00149769
-0.00083056	-0.01331177	-0.00506368	0.06318234	0.17064969	0.22535837	0.17064969	0.06318234	-0.00506368	-0.01331177	-0.00083056
-0.00149769	-0.01562958	-0.01436655	0.03787249	0.12540770	0.17064969	0.12540770	0.03787249	-0.01436655	-0.01562958	-0.00149769
-0.00203908	-0.01777845	-0.02868216	-0.00827926	0.03787249	0.06318234	0.03787249	-0.00827926	-0.02868216	-0.01777845	-0.00203908
-0.00065502	-0.01332066	-0.02797139	-0.02868216	-0.01436655	-0.00506368	-0.01436655	-0.02868216	-0.02797139	-0.01332066	-0.00065502
0.00176839	-0.00436364	-0.01332066	-0.01777845	-0.01562958	-0.01331177	-0.01562958	-0.01777845	-0.01332066	-0.00436364	0.00176839
0.00289757	0.00176839	-0.00065502	-0.00203908	-0.00149769	-0.00083056	-0.00149769	-0.00203908	-0.00065502	0.00176839	0.00289757
