0.00951302	0.01219410	0.01287249	0.01546162	0.01935985	0.02208687	0.01935985	0.01546162	0.01287249	0.01219410	0.00951302
0.01219410	0.00640460	-0.01539108	-0.02268654	-0.01901907	-0.01500387	-0.01901907	-0.02268654	-0.01539108	0.00640460	0.01219410
0.01287249	-0.01539108	-0.09143982	-0.12222341	-0.11444811	-0.10208067	-0.11444811	-0.12222341	-0.09143982	-0.01539108	0.01287249
0.01546162	-0.02268654	-0.12222341	-0.14296872	-0.06281733	0.02053937	-0.06281733	-0.14296872	-0.12222341	-0.02268654	0.01546162
0.01935985	-0.01901907	-0.11444811	-0.06281733	0.26596707	0.58681136	0.26596707	-0.06281733	-0.11444811	-0.01901907	0.01935985
0.02208687	-0.01500387	-0.10208067	0.02053937	0.58681136	1.13426298	0.58681136	0.02053937	-0.10208067	-0.01500387	0.02208687
0.01935985	-0.01901907	-0.11444811	-0.06281733	0.26596707	0.58681136	0.26596707	-0.06281733	-0.11444811	-0.01901907	0.01935985
0.01546162	-0.02268654	-0.12222341	-0.14296872	-0.06281733	0.02053937	-0.06281733	-0.14296872	-0.12222341	-0.02268654	0.01546162
0.01287249	-0.01539108	-0.09143982	-0.12222341	-0.11444811	-0.10208067	-0.11444811	-0.12222341	-0.09143982	-0.01539108	0.01287249
0.01219410	0.00640460	-0.01539108	-0.02268654	-0.01901907	-0.01500387	-0.01901907	-0.02268654	-0.01539108	0.00640460	0.01219410
0.00951302	0.01219410	0.01287249	0.01546162	0.01935985	0.02208687	0.01935985	0.01546162	0.01287249	0.01219410	0.00951302
