-0.00051140	0.00018514	0.00093221	0.00143025	0.00234828	0.00315947	0.00234828	0.00143025	0.00093221	0.00018514	-0.00051140
0.00018514	0.00613223	0.01079808	0.01130015	0.01637609	0.02175562	0.01637609	0.01130015	0.01079808	0.00613223	0.00018514
0.00093221	0.01079808	0.00188187	-0.03769182	-0.03948496	-0.02398339	-0.03948496	-0.03769182	0.00188187	0.01079808	0.00093221
0.00143025	0.01130015	-0.03769182	-0.16324720	-0.13781675	-0.05513212	-0.13781675	-0.16324720	-0.03769182	0.01130015	0.00143025
0.00234828	0.01637609	-0.03948496	-0.13781675	0.11776496	0.43841741	0.11776496	-0.13781675	-0.03948496	0.01637609	0.00234828
0.00315947	0.02175562	-0.02398339	-0.05513212	0.43841741	0.98803690	0.43841741	-0.05513212	-0.02398339	0.02175562	0.00315947
0.00234828	0.01637609	-0.03948496	-0.13781675	0.11776496	0.43841741	0.11776496	-0.13781675	-0.03948496	0.01637609	0.00234828
0.00143025	0.01130015	-0.03769182	-0.16324720	-0.13781675	-0.05513212	-0.13781675	-0.16324720	-0.03769182	0.01130015	0.00143025
0.00093221	0.01079808	0.00188187	-0.03769182	-0.03948496	-0.02398339	-0.03948496	-0.03769182	0.00188187	0.01079808	0.00093221
0.00018514	0.00613223	0.01079808	0.01130015	0.01637609	0.02175562	0.01637609	0.01130015	0.01079808	0.00613223	0.00018514
-0.00051140	0.00018514	0.00093221	0.00143025	0.00234828	0.00315947	0.00234828	0.00143025	0.00093221	0.00018514	-0.00051140
